Sexo,Edad,Provincias,Periodo,Total
Ambos sexos,78 años,Total Nacional,1 de enero de 1984,174056
Ambos sexos,78 años,Total Nacional,1 de julio de 1983,167948
Ambos sexos,78 años,Total Nacional,1 de enero de 1983,162580
Ambos sexos,78 años,Total Nacional,1 de julio de 1982,162156
Ambos sexos,78 años,Total Nacional,1 de enero de 1982,162036
Ambos sexos,78 años,Total Nacional,1 de julio de 1981,159122
Ambos sexos,78 años,Total Nacional,1 de enero de 1981,157157
Ambos sexos,79 años,Total Nacional,1 de julio de 2022,329828
Ambos sexos,79 años,Total Nacional,1 de enero de 2022,306799
Ambos sexos,79 años,Total Nacional,1 de julio de 2021,295560
Ambos sexos,79 años,Total Nacional,1 de enero de 2021,284718
Ambos sexos,79 años,Total Nacional,1 de julio de 2020,317510
Ambos sexos,79 años,Total Nacional,1 de enero de 2020,352887
Ambos sexos,79 años,Total Nacional,1 de julio de 2019,294785
Ambos sexos,79 años,Total Nacional,1 de enero de 2019,235563
Ambos sexos,79 años,Total Nacional,1 de julio de 2018,251305
Ambos sexos,79 años,Total Nacional,1 de enero de 2018,268856
Ambos sexos,79 años,Total Nacional,1 de julio de 2017,285627
Ambos sexos,79 años,Total Nacional,1 de enero de 2017,303755
Ambos sexos,79 años,Total Nacional,1 de julio de 2016,318396
Ambos sexos,79 años,Total Nacional,1 de enero de 2016,334366
Ambos sexos,79 años,Total Nacional,1 de julio de 2015,329941
Ambos sexos,79 años,Total Nacional,1 de enero de 2015,326362
Ambos sexos,79 años,Total Nacional,1 de julio de 2014,325653
Ambos sexos,79 años,Total Nacional,1 de enero de 2014,325496
Ambos sexos,79 años,Total Nacional,1 de julio de 2013,329889
Ambos sexos,79 años,Total Nacional,1 de enero de 2013,335156
Ambos sexos,79 años,Total Nacional,1 de julio de 2012,333434
Ambos sexos,79 años,Total Nacional,1 de enero de 2012,333075
Ambos sexos,79 años,Total Nacional,1 de julio de 2011,324918
Ambos sexos,79 años,Total Nacional,1 de enero de 2011,317209
Ambos sexos,79 años,Total Nacional,1 de julio de 2010,318350
Ambos sexos,79 años,Total Nacional,1 de enero de 2010,320127
Ambos sexos,79 años,Total Nacional,1 de julio de 2009,311329
Ambos sexos,79 años,Total Nacional,1 de enero de 2009,303043
Ambos sexos,79 años,Total Nacional,1 de julio de 2008,301666
Ambos sexos,79 años,Total Nacional,1 de enero de 2008,300989
Ambos sexos,79 años,Total Nacional,1 de julio de 2007,291665
Ambos sexos,79 años,Total Nacional,1 de enero de 2007,282612
Ambos sexos,79 años,Total Nacional,1 de julio de 2006,282949
Ambos sexos,79 años,Total Nacional,1 de enero de 2006,283817
Ambos sexos,79 años,Total Nacional,1 de julio de 2005,276855
Ambos sexos,79 años,Total Nacional,1 de enero de 2005,271264
Ambos sexos,79 años,Total Nacional,1 de julio de 2004,268859
Ambos sexos,79 años,Total Nacional,1 de enero de 2004,266915
Ambos sexos,79 años,Total Nacional,1 de julio de 2003,263003
Ambos sexos,79 años,Total Nacional,1 de enero de 2003,259187
Ambos sexos,79 años,Total Nacional,1 de julio de 2002,257993
Ambos sexos,79 años,Total Nacional,1 de enero de 2002,258097
Ambos sexos,79 años,Total Nacional,1 de julio de 2001,248689
Ambos sexos,79 años,Total Nacional,1 de enero de 2001,239726
Ambos sexos,79 años,Total Nacional,1 de julio de 2000,233388
Ambos sexos,79 años,Total Nacional,1 de enero de 2000,227928
Ambos sexos,79 años,Total Nacional,1 de julio de 1999,213167
Ambos sexos,79 años,Total Nacional,1 de enero de 1999,198783
Ambos sexos,79 años,Total Nacional,1 de julio de 1998,199019
Ambos sexos,79 años,Total Nacional,1 de enero de 1998,200256
Ambos sexos,79 años,Total Nacional,1 de julio de 1997,196036
Ambos sexos,79 años,Total Nacional,1 de enero de 1997,192440
Ambos sexos,79 años,Total Nacional,1 de julio de 1996,190896
Ambos sexos,79 años,Total Nacional,1 de enero de 1996,189791
Ambos sexos,79 años,Total Nacional,1 de julio de 1995,190781
Ambos sexos,79 años,Total Nacional,1 de enero de 1995,192319
Ambos sexos,79 años,Total Nacional,1 de julio de 1994,192672
Ambos sexos,79 años,Total Nacional,1 de enero de 1994,193633
Ambos sexos,79 años,Total Nacional,1 de julio de 1993,191699
Ambos sexos,79 años,Total Nacional,1 de enero de 1993,190440
Ambos sexos,79 años,Total Nacional,1 de julio de 1992,190447
Ambos sexos,79 años,Total Nacional,1 de enero de 1992,191212
Ambos sexos,79 años,Total Nacional,1 de julio de 1991,187463
Ambos sexos,79 años,Total Nacional,1 de enero de 1991,184207
Ambos sexos,79 años,Total Nacional,1 de julio de 1990,185435
Ambos sexos,79 años,Total Nacional,1 de enero de 1990,187586
Ambos sexos,79 años,Total Nacional,1 de julio de 1989,182355
Ambos sexos,79 años,Total Nacional,1 de enero de 1989,177371
Ambos sexos,79 años,Total Nacional,1 de julio de 1988,175954
Ambos sexos,79 años,Total Nacional,1 de enero de 1988,175265
Ambos sexos,79 años,Total Nacional,1 de julio de 1987,171724
Ambos sexos,79 años,Total Nacional,1 de enero de 1987,168317
Ambos sexos,79 años,Total Nacional,1 de julio de 1986,164802
Ambos sexos,79 años,Total Nacional,1 de enero de 1986,161943
Ambos sexos,79 años,Total Nacional,1 de julio de 1985,162341
Ambos sexos,79 años,Total Nacional,1 de enero de 1985,163255
Ambos sexos,79 años,Total Nacional,1 de julio de 1984,157536
Ambos sexos,79 años,Total Nacional,1 de enero de 1984,152183
Ambos sexos,79 años,Total Nacional,1 de julio de 1983,151315
Ambos sexos,79 años,Total Nacional,1 de enero de 1983,151957
Ambos sexos,79 años,Total Nacional,1 de julio de 1982,149387
Ambos sexos,79 años,Total Nacional,1 de enero de 1982,146990
Ambos sexos,79 años,Total Nacional,1 de julio de 1981,140884
Ambos sexos,79 años,Total Nacional,1 de enero de 1981,135564
Ambos sexos,80 años,Total Nacional,1 de julio de 2022,285159
Ambos sexos,80 años,Total Nacional,1 de enero de 2022,274301
Ambos sexos,80 años,Total Nacional,1 de julio de 2021,305437
Ambos sexos,80 años,Total Nacional,1 de enero de 2021,338710
Ambos sexos,80 años,Total Nacional,1 de julio de 2020,283877
Ambos sexos,80 años,Total Nacional,1 de enero de 2020,227824
Ambos sexos,80 años,Total Nacional,1 de julio de 2019,242744
Ambos sexos,80 años,Total Nacional,1 de enero de 2019,259060
Ambos sexos,80 años,Total Nacional,1 de julio de 2018,274881
Ambos sexos,80 años,Total Nacional,1 de enero de 2018,292513
Ambos sexos,80 años,Total Nacional,1 de julio de 2017,306807
Ambos sexos,80 años,Total Nacional,1 de enero de 2017,322462
Ambos sexos,80 años,Total Nacional,1 de julio de 2016,318089
Ambos sexos,80 años,Total Nacional,1 de enero de 2016,314224
Ambos sexos,80 años,Total Nacional,1 de julio de 2015,313261
Ambos sexos,80 años,Total Nacional,1 de enero de 2015,313631
Ambos sexos,80 años,Total Nacional,1 de julio de 2014,317506
Ambos sexos,80 años,Total Nacional,1 de enero de 2014,322395
Ambos sexos,80 años,Total Nacional,1 de julio de 2013,320945
Ambos sexos,80 años,Total Nacional,1 de enero de 2013,320048
Ambos sexos,80 años,Total Nacional,1 de julio de 2012,311917
Ambos sexos,80 años,Total Nacional,1 de enero de 2012,305043
Ambos sexos,80 años,Total Nacional,1 de julio de 2011,305926
Ambos sexos,80 años,Total Nacional,1 de enero de 2011,307637
Ambos sexos,80 años,Total Nacional,1 de julio de 2010,298946
Ambos sexos,80 años,Total Nacional,1 de enero de 2010,290653
Ambos sexos,80 años,Total Nacional,1 de julio de 2009,289056
Ambos sexos,80 años,Total Nacional,1 de enero de 2009,288368
Ambos sexos,80 años,Total Nacional,1 de julio de 2008,279366
Ambos sexos,80 años,Total Nacional,1 de enero de 2008,270723
Ambos sexos,80 años,Total Nacional,1 de julio de 2007,270575
Ambos sexos,80 años,Total Nacional,1 de enero de 2007,271704
Ambos sexos,80 años,Total Nacional,1 de julio de 2006,264995
Ambos sexos,80 años,Total Nacional,1 de enero de 2006,258548
Ambos sexos,80 años,Total Nacional,1 de julio de 2005,255979
Ambos sexos,80 años,Total Nacional,1 de enero de 2005,254907
Ambos sexos,80 años,Total Nacional,1 de julio de 2004,250698
Ambos sexos,80 años,Total Nacional,1 de enero de 2004,246915
Ambos sexos,80 años,Total Nacional,1 de julio de 2003,246200
Ambos sexos,80 años,Total Nacional,1 de enero de 2003,245732
Ambos sexos,80 años,Total Nacional,1 de julio de 2002,236421
Ambos sexos,80 años,Total Nacional,1 de enero de 2002,227696
Ambos sexos,80 años,Total Nacional,1 de julio de 2001,221385
Ambos sexos,80 años,Total Nacional,1 de enero de 2001,215597
Ambos sexos,80 años,Total Nacional,1 de julio de 2000,201469
Ambos sexos,80 años,Total Nacional,1 de enero de 2000,187467
Ambos sexos,80 años,Total Nacional,1 de julio de 1999,187627
Ambos sexos,80 años,Total Nacional,1 de enero de 1999,188955
Ambos sexos,80 años,Total Nacional,1 de julio de 1998,185141
Ambos sexos,80 años,Total Nacional,1 de enero de 1998,181927
Ambos sexos,80 años,Total Nacional,1 de julio de 1997,180195
Ambos sexos,80 años,Total Nacional,1 de enero de 1997,179045
Ambos sexos,80 años,Total Nacional,1 de julio de 1996,180078
Ambos sexos,80 años,Total Nacional,1 de enero de 1996,181570
Ambos sexos,80 años,Total Nacional,1 de julio de 1995,181822
Ambos sexos,80 años,Total Nacional,1 de enero de 1995,182636
Ambos sexos,80 años,Total Nacional,1 de julio de 1994,180850
Ambos sexos,80 años,Total Nacional,1 de enero de 1994,179393
Ambos sexos,80 años,Total Nacional,1 de julio de 1993,179434
Ambos sexos,80 años,Total Nacional,1 de enero de 1993,180117
Ambos sexos,80 años,Total Nacional,1 de julio de 1992,176216
Ambos sexos,80 años,Total Nacional,1 de enero de 1992,172788
Ambos sexos,80 años,Total Nacional,1 de julio de 1991,173741
Ambos sexos,80 años,Total Nacional,1 de enero de 1991,175439
Ambos sexos,80 años,Total Nacional,1 de julio de 1990,170706
Ambos sexos,80 años,Total Nacional,1 de enero de 1990,166042
Ambos sexos,80 años,Total Nacional,1 de julio de 1989,164434
Ambos sexos,80 años,Total Nacional,1 de enero de 1989,163473
Ambos sexos,80 años,Total Nacional,1 de julio de 1988,160280
Ambos sexos,80 años,Total Nacional,1 de enero de 1988,157216
Ambos sexos,80 años,Total Nacional,1 de julio de 1987,154094
Ambos sexos,80 años,Total Nacional,1 de enero de 1987,151113
Ambos sexos,80 años,Total Nacional,1 de julio de 1986,150712
Ambos sexos,80 años,Total Nacional,1 de enero de 1986,151707
Ambos sexos,80 años,Total Nacional,1 de julio de 1985,146684
Ambos sexos,80 años,Total Nacional,1 de enero de 1985,141769
Ambos sexos,80 años,Total Nacional,1 de julio de 1984,140940
Ambos sexos,80 años,Total Nacional,1 de enero de 1984,140712
Ambos sexos,80 años,Total Nacional,1 de julio de 1983,138286
Ambos sexos,80 años,Total Nacional,1 de enero de 1983,136585
Ambos sexos,80 años,Total Nacional,1 de julio de 1982,131341
Ambos sexos,80 años,Total Nacional,1 de enero de 1982,125814
Ambos sexos,80 años,Total Nacional,1 de julio de 1981,130099
Ambos sexos,80 años,Total Nacional,1 de enero de 1981,136274
Ambos sexos,81 años,Total Nacional,1 de julio de 2022,293135
Ambos sexos,81 años,Total Nacional,1 de enero de 2022,324581
Ambos sexos,81 años,Total Nacional,1 de julio de 2021,271850
Ambos sexos,81 años,Total Nacional,1 de enero de 2021,217270
Ambos sexos,81 años,Total Nacional,1 de julio de 2020,232325
Ambos sexos,81 años,Total Nacional,1 de enero de 2020,249140
Ambos sexos,81 años,Total Nacional,1 de julio de 2019,264121
Ambos sexos,81 años,Total Nacional,1 de enero de 2019,280704
Ambos sexos,81 años,Total Nacional,1 de julio de 2018,294009
Ambos sexos,81 años,Total Nacional,1 de enero de 2018,309331
Ambos sexos,81 años,Total Nacional,1 de julio de 2017,305017
Ambos sexos,81 años,Total Nacional,1 de enero de 2017,301758
Ambos sexos,81 años,Total Nacional,1 de julio de 2016,300566
Ambos sexos,81 años,Total Nacional,1 de enero de 2016,300230
Ambos sexos,81 años,Total Nacional,1 de julio de 2015,303734
Ambos sexos,81 años,Total Nacional,1 de enero de 2015,309081
Ambos sexos,81 años,Total Nacional,1 de julio de 2014,307398
Ambos sexos,81 años,Total Nacional,1 de enero de 2014,306438
Ambos sexos,81 años,Total Nacional,1 de julio de 2013,298734
Ambos sexos,81 años,Total Nacional,1 de enero de 2013,291324
Ambos sexos,81 años,Total Nacional,1 de julio de 2012,291943
Ambos sexos,81 años,Total Nacional,1 de enero de 2012,294100
Ambos sexos,81 años,Total Nacional,1 de julio de 2011,285744
Ambos sexos,81 años,Total Nacional,1 de enero de 2011,277571
Ambos sexos,81 años,Total Nacional,1 de julio de 2010,275927
Ambos sexos,81 años,Total Nacional,1 de enero de 2010,274896
Ambos sexos,81 años,Total Nacional,1 de julio de 2009,266015
Ambos sexos,81 años,Total Nacional,1 de enero de 2009,257819
Ambos sexos,81 años,Total Nacional,1 de julio de 2008,257619
Ambos sexos,81 años,Total Nacional,1 de enero de 2008,258131
Ambos sexos,81 años,Total Nacional,1 de julio de 2007,251861
Ambos sexos,81 años,Total Nacional,1 de enero de 2007,245928
Ambos sexos,81 años,Total Nacional,1 de julio de 2006,243554
Ambos sexos,81 años,Total Nacional,1 de enero de 2006,241524
Ambos sexos,81 años,Total Nacional,1 de julio de 2005,237165
Ambos sexos,81 años,Total Nacional,1 de enero de 2005,234392
Ambos sexos,81 años,Total Nacional,1 de julio de 2004,233068
Ambos sexos,81 años,Total Nacional,1 de enero de 2004,232456
Ambos sexos,81 años,Total Nacional,1 de julio de 2003,224159
Ambos sexos,81 años,Total Nacional,1 de enero de 2003,215635
Ambos sexos,81 años,Total Nacional,1 de julio de 2002,209015
Ambos sexos,81 años,Total Nacional,1 de enero de 2002,203226
Ambos sexos,81 años,Total Nacional,1 de julio de 2001,189865
Ambos sexos,81 años,Total Nacional,1 de enero de 2001,176302
Ambos sexos,81 años,Total Nacional,1 de julio de 2000,176121
Ambos sexos,81 años,Total Nacional,1 de enero de 2000,176949
Ambos sexos,81 años,Total Nacional,1 de julio de 1999,173301
Ambos sexos,81 años,Total Nacional,1 de enero de 1999,170671
Ambos sexos,81 años,Total Nacional,1 de julio de 1998,168998
Ambos sexos,81 años,Total Nacional,1 de enero de 1998,168089
Ambos sexos,81 años,Total Nacional,1 de julio de 1997,168822
Ambos sexos,81 años,Total Nacional,1 de enero de 1997,170345
Ambos sexos,81 años,Total Nacional,1 de julio de 1996,170468
Ambos sexos,81 años,Total Nacional,1 de enero de 1996,171137
Ambos sexos,81 años,Total Nacional,1 de julio de 1995,169481
Ambos sexos,81 años,Total Nacional,1 de enero de 1995,168177
Ambos sexos,81 años,Total Nacional,1 de julio de 1994,168025
Ambos sexos,81 años,Total Nacional,1 de enero de 1994,168434
Ambos sexos,81 años,Total Nacional,1 de julio de 1993,164828
Ambos sexos,81 años,Total Nacional,1 de enero de 1993,161610
Ambos sexos,81 años,Total Nacional,1 de julio de 1992,162007
Ambos sexos,81 años,Total Nacional,1 de enero de 1992,163299
Ambos sexos,81 años,Total Nacional,1 de julio de 1991,158573
Ambos sexos,81 años,Total Nacional,1 de enero de 1991,154320
Ambos sexos,81 años,Total Nacional,1 de julio de 1990,152633
Ambos sexos,81 años,Total Nacional,1 de enero de 1990,151689
Ambos sexos,81 años,Total Nacional,1 de julio de 1989,148285
Ambos sexos,81 años,Total Nacional,1 de enero de 1989,145421
Ambos sexos,81 años,Total Nacional,1 de julio de 1988,142869
Ambos sexos,81 años,Total Nacional,1 de enero de 1988,140198
Ambos sexos,81 años,Total Nacional,1 de julio de 1987,139899
Ambos sexos,81 años,Total Nacional,1 de enero de 1987,140195
Ambos sexos,81 años,Total Nacional,1 de julio de 1986,135086
Ambos sexos,81 años,Total Nacional,1 de enero de 1986,130737
Ambos sexos,81 años,Total Nacional,1 de julio de 1985,130101
Ambos sexos,81 años,Total Nacional,1 de enero de 1985,130143
Ambos sexos,81 años,Total Nacional,1 de julio de 1984,127758
Ambos sexos,81 años,Total Nacional,1 de enero de 1984,125971
Ambos sexos,81 años,Total Nacional,1 de julio de 1983,120620
Ambos sexos,81 años,Total Nacional,1 de enero de 1983,116148
Ambos sexos,81 años,Total Nacional,1 de julio de 1982,120222
Ambos sexos,81 años,Total Nacional,1 de enero de 1982,125006
Ambos sexos,81 años,Total Nacional,1 de julio de 1981,109677
Ambos sexos,81 años,Total Nacional,1 de enero de 1981,94074
Ambos sexos,82 años,Total Nacional,1 de julio de 2022,259512
Ambos sexos,82 años,Total Nacional,1 de enero de 2022,207208
Ambos sexos,82 años,Total Nacional,1 de julio de 2021,220904
Ambos sexos,82 años,Total Nacional,1 de enero de 2021,236088
Ambos sexos,82 años,Total Nacional,1 de julio de 2020,251133
Ambos sexos,82 años,Total Nacional,1 de enero de 2020,268469
Ambos sexos,82 años,Total Nacional,1 de julio de 2019,281135
Ambos sexos,82 años,Total Nacional,1 de enero de 2019,295327
Ambos sexos,82 años,Total Nacional,1 de julio de 2018,290614
Ambos sexos,82 años,Total Nacional,1 de enero de 2018,287504
Ambos sexos,82 años,Total Nacional,1 de julio de 2017,286491
Ambos sexos,82 años,Total Nacional,1 de enero de 2017,286509
Ambos sexos,82 años,Total Nacional,1 de julio de 2016,289707
Ambos sexos,82 años,Total Nacional,1 de enero de 2016,293939
Ambos sexos,82 años,Total Nacional,1 de julio de 2015,292386
Ambos sexos,82 años,Total Nacional,1 de enero de 2015,292233
Ambos sexos,82 años,Total Nacional,1 de julio de 2014,284470
Ambos sexos,82 años,Total Nacional,1 de enero de 2014,277427
Ambos sexos,82 años,Total Nacional,1 de julio de 2013,277821
Ambos sexos,82 años,Total Nacional,1 de enero de 2013,279262
Ambos sexos,82 años,Total Nacional,1 de julio de 2012,270900
Ambos sexos,82 años,Total Nacional,1 de enero de 2012,263832
Ambos sexos,82 años,Total Nacional,1 de julio de 2011,262121
Ambos sexos,82 años,Total Nacional,1 de enero de 2011,260972
Ambos sexos,82 años,Total Nacional,1 de julio de 2010,252335
Ambos sexos,82 años,Total Nacional,1 de enero de 2010,244068
Ambos sexos,82 años,Total Nacional,1 de julio de 2009,243636
Ambos sexos,82 años,Total Nacional,1 de enero de 2009,244230
Ambos sexos,82 años,Total Nacional,1 de julio de 2008,238079
Ambos sexos,82 años,Total Nacional,1 de enero de 2008,232471
Ambos sexos,82 años,Total Nacional,1 de julio de 2007,230017
Ambos sexos,82 años,Total Nacional,1 de enero de 2007,228434
Ambos sexos,82 años,Total Nacional,1 de julio de 2006,224259
Ambos sexos,82 años,Total Nacional,1 de enero de 2006,220495
Ambos sexos,82 años,Total Nacional,1 de julio de 2005,218775
Ambos sexos,82 años,Total Nacional,1 de enero de 2005,219078
Ambos sexos,82 años,Total Nacional,1 de julio de 2004,210589
Ambos sexos,82 años,Total Nacional,1 de enero de 2004,202400
Ambos sexos,82 años,Total Nacional,1 de julio de 2003,196670
Ambos sexos,82 años,Total Nacional,1 de enero de 2003,190945
Ambos sexos,82 años,Total Nacional,1 de julio de 2002,177854
Ambos sexos,82 años,Total Nacional,1 de enero de 2002,164990
Ambos sexos,82 años,Total Nacional,1 de julio de 2001,164742
Ambos sexos,82 años,Total Nacional,1 de enero de 2001,165099
Ambos sexos,82 años,Total Nacional,1 de julio de 2000,161519
Ambos sexos,82 años,Total Nacional,1 de enero de 2000,158697
Ambos sexos,82 años,Total Nacional,1 de julio de 1999,156915
Ambos sexos,82 años,Total Nacional,1 de enero de 1999,156413
Ambos sexos,82 años,Total Nacional,1 de julio de 1998,157124
Ambos sexos,82 años,Total Nacional,1 de enero de 1998,158722
Ambos sexos,82 años,Total Nacional,1 de julio de 1997,158552
Ambos sexos,82 años,Total Nacional,1 de enero de 1997,159286
Ambos sexos,82 años,Total Nacional,1 de julio de 1996,157608
Ambos sexos,82 años,Total Nacional,1 de enero de 1996,156351
Ambos sexos,82 años,Total Nacional,1 de julio de 1995,156375
Ambos sexos,82 años,Total Nacional,1 de enero de 1995,156786
Ambos sexos,82 años,Total Nacional,1 de julio de 1994,153191
Ambos sexos,82 años,Total Nacional,1 de enero de 1994,149950
Ambos sexos,82 años,Total Nacional,1 de julio de 1993,150335
Ambos sexos,82 años,Total Nacional,1 de enero de 1993,151545
Ambos sexos,82 años,Total Nacional,1 de julio de 1992,146627
Ambos sexos,82 años,Total Nacional,1 de enero de 1992,142306
Ambos sexos,82 años,Total Nacional,1 de julio de 1991,140426
Ambos sexos,82 años,Total Nacional,1 de enero de 1991,139260
Ambos sexos,82 años,Total Nacional,1 de julio de 1990,136252
Ambos sexos,82 años,Total Nacional,1 de enero de 1990,133546
Ambos sexos,82 años,Total Nacional,1 de julio de 1989,130994
Ambos sexos,82 años,Total Nacional,1 de enero de 1989,128932
Ambos sexos,82 años,Total Nacional,1 de julio de 1988,128634
Ambos sexos,82 años,Total Nacional,1 de enero de 1988,128663
Ambos sexos,82 años,Total Nacional,1 de julio de 1987,124343
Ambos sexos,82 años,Total Nacional,1 de enero de 1987,119890
Ambos sexos,82 años,Total Nacional,1 de julio de 1986,118772
Ambos sexos,82 años,Total Nacional,1 de enero de 1986,118750
Ambos sexos,82 años,Total Nacional,1 de julio de 1985,116921
Ambos sexos,82 años,Total Nacional,1 de enero de 1985,115377
Ambos sexos,82 años,Total Nacional,1 de julio de 1984,110483
Ambos sexos,82 años,Total Nacional,1 de enero de 1984,105942
Ambos sexos,82 años,Total Nacional,1 de julio de 1983,109186
Ambos sexos,82 años,Total Nacional,1 de enero de 1983,114180
Ambos sexos,82 años,Total Nacional,1 de julio de 1982,100441
Ambos sexos,82 años,Total Nacional,1 de enero de 1982,85477
Ambos sexos,82 años,Total Nacional,1 de julio de 1981,85798
Ambos sexos,82 años,Total Nacional,1 de enero de 1981,87205
Ambos sexos,83 años,Total Nacional,1 de julio de 2022,209296
Ambos sexos,83 años,Total Nacional,1 de enero de 2022,223431
Ambos sexos,83 años,Total Nacional,1 de julio de 2021,237339
Ambos sexos,83 años,Total Nacional,1 de enero de 2021,252740
Ambos sexos,83 años,Total Nacional,1 de julio de 2020,265563
Ambos sexos,83 años,Total Nacional,1 de enero de 2020,280943
Ambos sexos,83 años,Total Nacional,1 de julio de 2019,276218
Ambos sexos,83 años,Total Nacional,1 de enero de 2019,272487
Ambos sexos,83 años,Total Nacional,1 de julio de 2018,271174
Ambos sexos,83 años,Total Nacional,1 de enero de 2018,271335
Ambos sexos,83 años,Total Nacional,1 de julio de 2017,274289
Ambos sexos,83 años,Total Nacional,1 de enero de 2017,278705
Ambos sexos,83 años,Total Nacional,1 de julio de 2016,277018
Ambos sexos,83 años,Total Nacional,1 de enero de 2016,276038
Ambos sexos,83 años,Total Nacional,1 de julio de 2015,268938
Ambos sexos,83 años,Total Nacional,1 de enero de 2015,262716
Ambos sexos,83 años,Total Nacional,1 de julio de 2014,262650
Ambos sexos,83 años,Total Nacional,1 de enero de 2014,263923
Ambos sexos,83 años,Total Nacional,1 de julio de 2013,255999
Ambos sexos,83 años,Total Nacional,1 de enero de 2013,248484
Ambos sexos,83 años,Total Nacional,1 de julio de 2012,246572
Ambos sexos,83 años,Total Nacional,1 de enero de 2012,246365
Ambos sexos,83 años,Total Nacional,1 de julio de 2011,238015
Ambos sexos,83 años,Total Nacional,1 de enero de 2011,230008
Ambos sexos,83 años,Total Nacional,1 de julio de 2010,229524
Ambos sexos,83 años,Total Nacional,1 de enero de 2010,229793
Ambos sexos,83 años,Total Nacional,1 de julio de 2009,223696
Ambos sexos,83 años,Total Nacional,1 de enero de 2009,218249
Ambos sexos,83 años,Total Nacional,1 de julio de 2008,215750
Ambos sexos,83 años,Total Nacional,1 de enero de 2008,214035
Ambos sexos,83 años,Total Nacional,1 de julio de 2007,210178
Ambos sexos,83 años,Total Nacional,1 de enero de 2007,207037
Ambos sexos,83 años,Total Nacional,1 de julio de 2006,205326
Ambos sexos,83 años,Total Nacional,1 de enero de 2006,204212
Ambos sexos,83 años,Total Nacional,1 de julio de 2005,195908
Ambos sexos,83 años,Total Nacional,1 de enero de 2005,189031
Ambos sexos,83 años,Total Nacional,1 de julio de 2004,183101
Ambos sexos,83 años,Total Nacional,1 de enero de 2004,177521
Ambos sexos,83 años,Total Nacional,1 de julio de 2003,165948
Ambos sexos,83 años,Total Nacional,1 de enero de 2003,153845
Ambos sexos,83 años,Total Nacional,1 de julio de 2002,152954
Ambos sexos,83 años,Total Nacional,1 de enero de 2002,153280
Ambos sexos,83 años,Total Nacional,1 de julio de 2001,149907
Ambos sexos,83 años,Total Nacional,1 de enero de 2001,146712
Ambos sexos,83 años,Total Nacional,1 de julio de 2000,144995
Ambos sexos,83 años,Total Nacional,1 de enero de 2000,144132
Ambos sexos,83 años,Total Nacional,1 de julio de 1999,144567
Ambos sexos,83 años,Total Nacional,1 de enero de 1999,146376
Ambos sexos,83 años,Total Nacional,1 de julio de 1998,146364
Ambos sexos,83 años,Total Nacional,1 de enero de 1998,147073
Ambos sexos,83 años,Total Nacional,1 de julio de 1997,145344
Ambos sexos,83 años,Total Nacional,1 de enero de 1997,144096
Ambos sexos,83 años,Total Nacional,1 de julio de 1996,144214
Ambos sexos,83 años,Total Nacional,1 de enero de 1996,144660
Ambos sexos,83 años,Total Nacional,1 de julio de 1995,141345
Ambos sexos,83 años,Total Nacional,1 de enero de 1995,138207
Ambos sexos,83 años,Total Nacional,1 de julio de 1994,138399
Ambos sexos,83 años,Total Nacional,1 de enero de 1994,139173
Ambos sexos,83 años,Total Nacional,1 de julio de 1993,134858
Ambos sexos,83 años,Total Nacional,1 de enero de 1993,130654
Ambos sexos,83 años,Total Nacional,1 de julio de 1992,128630
Ambos sexos,83 años,Total Nacional,1 de enero de 1992,127180
Ambos sexos,83 años,Total Nacional,1 de julio de 1991,124010
Ambos sexos,83 años,Total Nacional,1 de enero de 1991,121509
Ambos sexos,83 años,Total Nacional,1 de julio de 1990,119290
Ambos sexos,83 años,Total Nacional,1 de enero de 1990,117316
Ambos sexos,83 años,Total Nacional,1 de julio de 1989,116814
Ambos sexos,83 años,Total Nacional,1 de enero de 1989,117089
Ambos sexos,83 años,Total Nacional,1 de julio de 1988,113223
Ambos sexos,83 años,Total Nacional,1 de enero de 1988,109190
Ambos sexos,83 años,Total Nacional,1 de julio de 1987,108216
Ambos sexos,83 años,Total Nacional,1 de enero de 1987,107688
Ambos sexos,83 años,Total Nacional,1 de julio de 1986,105634
Ambos sexos,83 años,Total Nacional,1 de enero de 1986,104401
Ambos sexos,83 años,Total Nacional,1 de julio de 1985,100112
Ambos sexos,83 años,Total Nacional,1 de enero de 1985,95936
Ambos sexos,83 años,Total Nacional,1 de julio de 1984,98909
Ambos sexos,83 años,Total Nacional,1 de enero de 1984,102930
Ambos sexos,83 años,Total Nacional,1 de julio de 1983,90194
Ambos sexos,83 años,Total Nacional,1 de enero de 1983,77230
Ambos sexos,83 años,Total Nacional,1 de julio de 1982,77841
Ambos sexos,83 años,Total Nacional,1 de enero de 1982,78520
Ambos sexos,83 años,Total Nacional,1 de julio de 1981,75721
Ambos sexos,83 años,Total Nacional,1 de enero de 1981,73719
Ambos sexos,84 años,Total Nacional,1 de julio de 2022,223268
Ambos sexos,84 años,Total Nacional,1 de enero de 2022,237647
Ambos sexos,84 años,Total Nacional,1 de julio de 2021,249335
Ambos sexos,84 años,Total Nacional,1 de enero de 2021,262503
Ambos sexos,84 años,Total Nacional,1 de julio de 2020,259019
Ambos sexos,84 años,Total Nacional,1 de enero de 2020,257303
Ambos sexos,84 años,Total Nacional,1 de julio de 2019,255764
Ambos sexos,84 años,Total Nacional,1 de enero de 2019,255491
Ambos sexos,84 años,Total Nacional,1 de julio de 2018,257660
